gene
accC
ackA
acs
adk
alsK
anmK
araB
argB
bioD
caiC
carA
carB
cmk
coaA
coaE
cobU
cysC
ddlA
ddlB
dgkA
dgoK
folC
frlD
fruK
fucK
galK
garK
glk
glnA
glpK
glxK
gmk
gntK
gshA
gshB
gsk
gss
hldE
idnK
ispE
kdgK
lpxK
lsrK
lysC
lyxK
mak
metL
mpl
murC
murD
murE
nadK
nagK
nanK
ndk
pck
pdxK
pdxY
pfkA
pfkB
pgk
phnN
pncB
ppk
proB
prpE
psuK
purC
purD
purK
purL
purM
purT
puuA
pykA
pykF
pyrH
queC
rbsK
rhaB
ribF
sucC
sucD
tdcD
tdk
thiD
thiK
thiL
thiM
thrA
thrB
tmk
udk
waaP
waaY
xylB
yihV
