gene
accc
acka
acs
adk
alas
allk
alsk
anmk
arab
arcb
argb
argg
args
arok
arol
asna
asnb
asns
asps
atos
baes
bara
bass
bida
biod
bira
btss
btur
caic
cara
carb
ccma
ccmb
citc
citg
cmk
coaa
coad
coae
cobu
cpxa
crec
cuss
cyaa
cysc
cysd
cysn
cyss
dcus
ddla
ddlb
dgka
dgok
dpib
entb
entd
ente
entf
envz
epma
etk
evgs
fadd
fadk
fau
folc
folk
frld
fruk
fuck
galk
gark
glgc
glk
glna
glne
glnl
glns
glpk
glrk
gltx
glxk
glyq
glys
gmk
gntk
gsha
gshb
gsk
gss
guaa
hisg
hisi
hiss
hlde
hprs
hsca
hscb
hypd
hype
hypf
idnk
iles
ispe
kdgk
kdpd
leus
lhr
lpla
lpxk
lsrk
lysc
lyss
lysu
lyxk
mak
mene
metg
metk
metl
mnma
moad
moeb
moga
mpl
murc
murd
mure
nadd
nade
nadk
nadr
nagk
nank
narq
narx
ndk
nrdd
paak
panc
pck
pdxk
pdxy
pfka
pfkb
pgk
phes
phet
phni
phnn
phoq
phor
pncb
ppk
ppsa
prob
pros
prpe
prs
psuk
purc
purd
purk
purl
purm
purt
puua
pxpa
pxpb
pxpc
pyka
pykf
pyrg
pyrh
pyrs
qsec
quec
radd
rbsk
rcsc
rela
rhab
ribf
rimk
rstb
rtca
seld
selo
sers
spot
srka
succ
sucd
tcda
tdcd
tdk
thid
thif
thik
thil
thim
thra
thrb
thrs
tils
tmca
tmk
tors
trps
tsac
tyrs
udk
uhpb
vals
waap
waay
wzc
xylb
ybdk
ycao
ychf
ydjh
yeag
yegs
ygic
yihv
yjfc
zras
